location,latitude,longitude,date,time,person_count
販賣機2,25.0418,121.5346,2025-07-01,12:00,4
販賣機2,25.0418,121.5346,2025-07-01,12:30,5
販賣機2,25.0418,121.5346,2025-07-01,13:00,7
販賣機2,25.0418,121.5346,2025-07-01,13:30,5
販賣機2,25.0418,121.5346,2025-07-01,14:00,6
販賣機2,25.0418,121.5346,2025-07-01,14:30,1
販賣機2,25.0418,121.5346,2025-07-01,15:00,4
販賣機2,25.0418,121.5346,2025-07-01,15:30,3
販賣機2,25.0418,121.5346,2025-07-01,16:00,8
販賣機2,25.0418,121.5346,2025-07-01,16:30,3
販賣機2,25.0418,121.5346,2025-07-01,17:00,5
販賣機2,25.0418,121.5346,2025-07-01,17:30,3
販賣機2,25.0418,121.5346,2025-07-01,18:00,4
販賣機2,25.0418,121.5346,2025-07-01,18:30,3
販賣機2,25.0418,121.5346,2025-07-01,19:00,5
販賣機2,25.0418,121.5346,2025-07-01,19:30,2
販賣機2,25.0418,121.5346,2025-07-01,20:00,4
販賣機2,25.0418,121.5346,2025-07-01,20:30,4
販賣機2,25.0418,121.5346,2025-07-01,21:00,4
販賣機2,25.0418,121.5346,2025-07-01,21:30,2
販賣機2,25.0418,121.5346,2025-07-01,22:00,7
販賣機2,25.0418,121.5346,2025-07-01,22:30,3
販賣機2,25.0418,121.5346,2025-07-01,23:00,5
販賣機2,25.0418,121.5346,2025-07-01,23:30,0
籃球場,25.0421,121.535,2025-07-02,00:00,0
籃球場,25.0421,121.535,2025-07-02,00:30,17
籃球場,25.0421,121.535,2025-07-02,01:00,30
籃球場,25.0421,121.535,2025-07-02,01:30,20
籃球場,25.0421,121.535,2025-07-02,02:00,35
籃球場,25.0421,121.535,2025-07-02,02:30,27
籃球場,25.0421,121.535,2025-07-02,03:00,20
籃球場,25.0421,121.535,2025-07-02,03:30,16
籃球場,25.0421,121.535,2025-07-02,04:00,19
籃球場,25.0421,121.535,2025-07-02,04:30,28
籃球場,25.0421,121.535,2025-07-02,05:00,34
籃球場,25.0421,121.535,2025-07-02,05:30,46
籃球場,25.0421,121.535,2025-07-02,06:00,14
籃球場,25.0421,121.535,2025-07-02,06:30,33
籃球場,25.0421,121.535,2025-07-02,07:00,42
籃球場,25.0421,121.535,2025-07-02,07:30,34
籃球場,25.0421,121.535,2025-07-02,08:00,21
籃球場,25.0421,121.535,2025-07-02,08:30,45
籃球場,25.0421,121.535,2025-07-02,09:00,39
籃球場,25.0421,121.535,2025-07-02,09:30,38
籃球場,25.0421,121.535,2025-07-02,10:00,13
籃球場,25.0421,121.535,2025-07-02,10:30,6
籃球場,25.0421,121.535,2025-07-02,11:00,20
籃球場,25.0421,121.535,2025-07-02,11:30,24
籃球場,25.0421,121.535,2025-07-02,12:00,14
籃球場,25.0421,121.535,2025-07-02,12:30,28
籃球場,25.0421,121.535,2025-07-02,13:00,31
籃球場,25.0421,121.535,2025-07-02,13:30,23
籃球場,25.0421,121.535,2025-07-02,14:00,22
籃球場,25.0421,121.535,2025-07-02,14:30,28
籃球場,25.0421,121.535,2025-07-02,15:00,38
籃球場,25.0421,121.535,2025-07-02,15:30,10
籃球場,25.0421,121.535,2025-07-02,16:00,17
籃球場,25.0421,121.535,2025-07-02,16:30,13
籃球場,25.0421,121.535,2025-07-02,17:00,31
籃球場,25.0421,121.535,2025-07-02,17:30,39
籃球場,25.0421,121.535,2025-07-02,18:00,29
籃球場,25.0421,121.535,2025-07-02,18:30,24
籃球場,25.0421,121.535,2025-07-02,19:00,33
籃球場,25.0421,121.535,2025-07-02,19:30,18
籃球場,25.0421,121.535,2025-07-02,20:00,36
籃球場,25.0421,121.535,2025-07-02,20:30,22
籃球場,25.0421,121.535,2025-07-02,21:00,35
籃球場,25.0421,121.535,2025-07-02,21:30,34
籃球場,25.0421,121.535,2025-07-02,22:00,19
籃球場,25.0421,121.535,2025-07-02,22:30,9
籃球場,25.0421,121.535,2025-07-02,23:00,3
籃球場,25.0421,121.535,2025-07-02,23:30,25
K館,25.0425,121.5345,2025-07-02,00:00,35
K館,25.0425,121.5345,2025-07-02,00:30,29
K館,25.0425,121.5345,2025-07-02,01:00,36
K館,25.0425,121.5345,2025-07-02,01:30,16
K館,25.0425,121.5345,2025-07-02,02:00,22
K館,25.0425,121.5345,2025-07-02,02:30,26
K館,25.0425,121.5345,2025-07-02,03:00,17
K館,25.0425,121.5345,2025-07-02,03:30,15
K館,25.0425,121.5345,2025-07-02,04:00,49
K館,25.0425,121.5345,2025-07-02,04:30,31
K館,25.0425,121.5345,2025-07-02,05:00,21
K館,25.0425,121.5345,2025-07-02,05:30,22
K館,25.0425,121.5345,2025-07-02,06:00,27
K館,25.0425,121.5345,2025-07-02,06:30,17
K館,25.0425,121.5345,2025-07-02,07:00,11
K館,25.0425,121.5345,2025-07-02,07:30,15
K館,25.0425,121.5345,2025-07-02,08:00,26
K館,25.0425,121.5345,2025-07-02,08:30,16
K館,25.0425,121.5345,2025-07-02,09:00,18
K館,25.0425,121.5345,2025-07-02,09:30,33
K館,25.0425,121.5345,2025-07-02,10:00,22
K館,25.0425,121.5345,2025-07-02,10:30,11
K館,25.0425,121.5345,2025-07-02,11:00,35
K館,25.0425,121.5345,2025-07-02,11:30,29
K館,25.0425,121.5345,2025-07-02,12:00,17
K館,25.0425,121.5345,2025-07-02,12:30,16
K館,25.0425,121.5345,2025-07-02,13:00,19
K館,25.0425,121.5345,2025-07-02,13:30,14
K館,25.0425,121.5345,2025-07-02,14:00,13
K館,25.0425,121.5345,2025-07-02,14:30,33
K館,25.0425,121.5345,2025-07-02,15:00,28
K館,25.0425,121.5345,2025-07-02,15:30,18
K館,25.0425,121.5345,2025-07-02,16:00,23
K館,25.0425,121.5345,2025-07-02,16:30,19
K館,25.0425,121.5345,2025-07-02,17:00,11
K館,25.0425,121.5345,2025-07-02,17:30,22
K館,25.0425,121.5345,2025-07-02,18:00,12
K館,25.0425,121.5345,2025-07-02,18:30,16
K館,25.0425,121.5345,2025-07-02,19:00,23
K館,25.0425,121.5345,2025-07-02,19:30,27
K館,25.0425,121.5345,2025-07-02,20:00,27
K館,25.0425,121.5345,2025-07-02,20:30,21
K館,25.0425,121.5345,2025-07-02,21:00,41
K館,25.0425,121.5345,2025-07-02,21:30,23
K館,25.0425,121.5345,2025-07-02,22:00,19
K館,25.0425,121.5345,2025-07-02,22:30,17
K館,25.0425,121.5345,2025-07-02,23:00,26
K館,25.0425,121.5345,2025-07-02,23:30,37
福利社,25.0419,121.5348,2025-07-02,00:00,11
福利社,25.0419,121.5348,2025-07-02,00:30,13
福利社,25.0419,121.5348,2025-07-02,01:00,6
福利社,25.0419,121.5348,2025-07-02,01:30,14
福利社,25.0419,121.5348,2025-07-02,02:00,9
福利社,25.0419,121.5348,2025-07-02,02:30,7
福利社,25.0419,121.5348,2025-07-02,03:00,8
福利社,25.0419,121.5348,2025-07-02,03:30,11
福利社,25.0419,121.5348,2025-07-02,04:00,13
福利社,25.0419,121.5348,2025-07-02,04:30,9
福利社,25.0419,121.5348,2025-07-02,05:00,8
福利社,25.0419,121.5348,2025-07-02,05:30,10
福利社,25.0419,121.5348,2025-07-02,06:00,10
福利社,25.0419,121.5348,2025-07-02,06:30,17
福利社,25.0419,121.5348,2025-07-02,07:00,13
福利社,25.0419,121.5348,2025-07-02,07:30,9
福利社,25.0419,121.5348,2025-07-02,08:00,10
福利社,25.0419,121.5348,2025-07-02,08:30,10
福利社,25.0419,121.5348,2025-07-02,09:00,9
福利社,25.0419,121.5348,2025-07-02,09:30,8
福利社,25.0419,121.5348,2025-07-02,10:00,14
福利社,25.0419,121.5348,2025-07-02,10:30,12
福利社,25.0419,121.5348,2025-07-02,11:00,14
福利社,25.0419,121.5348,2025-07-02,11:30,9
福利社,25.0419,121.5348,2025-07-02,12:00,11
福利社,25.0419,121.5348,2025-07-02,12:30,10
福利社,25.0419,121.5348,2025-07-02,13:00,8
福利社,25.0419,121.5348,2025-07-02,13:30,11
福利社,25.0419,121.5348,2025-07-02,14:00,12
福利社,25.0419,121.5348,2025-07-02,14:30,10
福利社,25.0419,121.5348,2025-07-02,15:00,9
福利社,25.0419,121.5348,2025-07-02,15:30,11
福利社,25.0419,121.5348,2025-07-02,16:00,9
福利社,25.0419,121.5348,2025-07-02,16:30,11
福利社,25.0419,121.5348,2025-07-02,17:00,13
福利社,25.0419,121.5348,2025-07-02,17:30,12
福利社,25.0419,121.5348,2025-07-02,18:00,7
福利社,25.0419,121.5348,2025-07-02,18:30,6
福利社,25.0419,121.5348,2025-07-02,19:00,5
福利社,25.0419,121.5348,2025-07-02,19:30,8
福利社,25.0419,121.5348,2025-07-02,20:00,11
福利社,25.0419,121.5348,2025-07-02,20:30,11
福利社,25.0419,121.5348,2025-07-02,21:00,12
福利社,25.0419,121.5348,2025-07-02,21:30,10
福利社,25.0419,121.5348,2025-07-02,22:00,13
福利社,25.0419,121.5348,2025-07-02,22:30,14
福利社,25.0419,121.5348,2025-07-02,23:00,12
福利社,25.0419,121.5348,2025-07-02,23:30,7
販賣機1,25.0422,121.5349,2025-07-02,00:00,5
販賣機1,25.0422,121.5349,2025-07-02,00:30,3
販賣機1,25.0422,121.5349,2025-07-02,01:00,3
販賣機1,25.0422,121.5349,2025-07-02,01:30,6
販賣機1,25.0422,121.5349,2025-07-02,02:00,0
販賣機1,25.0422,121.5349,2025-07-02,02:30,3
販賣機1,25.0422,121.5349,2025-07-02,03:00,9
販賣機1,25.0422,121.5349,2025-07-02,03:30,2
販賣機1,25.0422,121.5349,2025-07-02,04:00,5
販賣機1,25.0422,121.5349,2025-07-02,04:30,8
販賣機1,25.0422,121.5349,2025-07-02,05:00,2
販賣機1,25.0422,121.5349,2025-07-02,05:30,5
販賣機1,25.0422,121.5349,2025-07-02,06:00,7
販賣機1,25.0422,121.5349,2025-07-02,06:30,0
販賣機1,25.0422,121.5349,2025-07-02,07:00,5
販賣機1,25.0422,121.5349,2025-07-02,07:30,3
販賣機1,25.0422,121.5349,2025-07-02,08:00,5
販賣機1,25.0422,121.5349,2025-07-02,08:30,4
販賣機1,25.0422,121.5349,2025-07-02,09:00,3
販賣機1,25.0422,121.5349,2025-07-02,09:30,1
販賣機1,25.0422,121.5349,2025-07-02,10:00,5
販賣機1,25.0422,121.5349,2025-07-02,10:30,4
販賣機1,25.0422,121.5349,2025-07-02,11:00,3
販賣機1,25.0422,121.5349,2025-07-02,11:30,8
販賣機1,25.0422,121.5349,2025-07-02,12:00,6
販賣機1,25.0422,121.5349,2025-07-02,12:30,5
販賣機1,25.0422,121.5349,2025-07-02,13:00,4
販賣機1,25.0422,121.5349,2025-07-02,13:30,2
販賣機1,25.0422,121.5349,2025-07-02,14:00,4
販賣機1,25.0422,121.5349,2025-07-02,14:30,5
販賣機1,25.0422,121.5349,2025-07-02,15:00,3
販賣機1,25.0422,121.5349,2025-07-02,15:30,5
販賣機1,25.0422,121.5349,2025-07-02,16:00,6
販賣機1,25.0422,121.5349,2025-07-02,16:30,4
販賣機1,25.0422,121.5349,2025-07-02,17:00,6
販賣機1,25.0422,121.5349,2025-07-02,17:30,6
販賣機1,25.0422,121.5349,2025-07-02,18:00,6
販賣機1,25.0422,121.5349,2025-07-02,18:30,8
販賣機1,25.0422,121.5349,2025-07-02,19:00,3
販賣機1,25.0422,121.5349,2025-07-02,19:30,1
販賣機1,25.0422,121.5349,2025-07-02,20:00,2
販賣機1,25.0422,121.5349,2025-07-02,20:30,6
販賣機1,25.0422,121.5349,2025-07-02,21:00,4
販賣機1,25.0422,121.5349,2025-07-02,21:30,4
販賣機1,25.0422,121.5349,2025-07-02,22:00,3
販賣機1,25.0422,121.5349,2025-07-02,22:30,8
販賣機1,25.0422,121.5349,2025-07-02,23:00,8
販賣機1,25.0422,121.5349,2025-07-02,23:30,6
販賣機2,25.0418,121.5346,2025-07-02,00:00,7
販賣機2,25.0418,121.5346,2025-07-02,00:30,4
販賣機2,25.0418,121.5346,2025-07-02,01:00,5
販賣機2,25.0418,121.5346,2025-07-02,01:30,5
販賣機2,25.0418,121.5346,2025-07-02,02:00,3
販賣機2,25.0418,121.5346,2025-07-02,02:30,2
販賣機2,25.0418,121.5346,2025-07-02,03:00,7
販賣機2,25.0418,121.5346,2025-07-02,03:30,3
販賣機2,25.0418,121.5346,2025-07-02,04:00,8
販賣機2,25.0418,121.5346,2025-07-02,04:30,1
販賣機2,25.0418,121.5346,2025-07-02,05:00,4
販賣機2,25.0418,121.5346,2025-07-02,05:30,1
販賣機2,25.0418,121.5346,2025-07-02,06:00,0
販賣機2,25.0418,121.5346,2025-07-02,06:30,4
販賣機2,25.0418,121.5346,2025-07-02,07:00,1
販賣機2,25.0418,121.5346,2025-07-02,07:30,4
販賣機2,25.0418,121.5346,2025-07-02,08:00,3
販賣機2,25.0418,121.5346,2025-07-02,08:30,2
販賣機2,25.0418,121.5346,2025-07-02,09:00,6
販賣機2,25.0418,121.5346,2025-07-02,09:30,8
販賣機2,25.0418,121.5346,2025-07-02,10:00,5
販賣機2,25.0418,121.5346,2025-07-02,10:30,3
販賣機2,25.0418,121.5346,2025-07-02,11:00,7
販賣機2,25.0418,121.5346,2025-07-02,11:30,3
販賣機2,25.0418,121.5346,2025-07-02,12:00,1
販賣機2,25.0418,121.5346,2025-07-02,12:30,5
販賣機2,25.0418,121.5346,2025-07-02,13:00,4
販賣機2,25.0418,121.5346,2025-07-02,13:30,4
販賣機2,25.0418,121.5346,2025-07-02,14:00,7
販賣機2,25.0418,121.5346,2025-07-02,14:30,2
販賣機2,25.0418,121.5346,2025-07-02,15:00,3
販賣機2,25.0418,121.5346,2025-07-02,15:30,4
販賣機2,25.0418,121.5346,2025-07-02,16:00,3
販賣機2,25.0418,121.5346,2025-07-02,16:30,7
販賣機2,25.0418,121.5346,2025-07-02,17:00,5
販賣機2,25.0418,121.5346,2025-07-02,17:30,2
販賣機2,25.0418,121.5346,2025-07-02,18:00,3
販賣機2,25.0418,121.5346,2025-07-02,18:30,0
販賣機2,25.0418,121.5346,2025-07-02,19:00,6
販賣機2,25.0418,121.5346,2025-07-02,19:30,4
販賣機2,25.0418,121.5346,2025-07-02,20:00,2
販賣機2,25.0418,121.5346,2025-07-02,20:30,3
販賣機2,25.0418,121.5346,2025-07-02,21:00,8
販賣機2,25.0418,121.5346,2025-07-02,21:30,2
販賣機2,25.0418,121.5346,2025-07-02,22:00,7
販賣機2,25.0418,121.5346,2025-07-02,22:30,5
販賣機2,25.0418,121.5346,2025-07-02,23:00,6
販賣機2,25.0418,121.5346,2025-07-02,23:30,3
籃球場,25.0421,121.535,2025-07-03,00:00,27
籃球場,25.0421,121.535,2025-07-03,00:30,19
籃球場,25.0421,121.535,2025-07-03,01:00,25
籃球場,25.0421,121.535,2025-07-03,01:30,11
籃球場,25.0421,121.535,2025-07-03,02:00,30
籃球場,25.0421,121.535,2025-07-03,02:30,19
籃球場,25.0421,121.535,2025-07-03,03:00,24
籃球場,25.0421,121.535,2025-07-03,03:30,31
籃球場,25.0421,121.535,2025-07-03,04:00,38
籃球場,25.0421,121.535,2025-07-03,04:30,33
籃球場,25.0421,121.535,2025-07-03,05:00,34
籃球場,25.0421,121.535,2025-07-03,05:30,33
籃球場,25.0421,121.535,2025-07-03,06:00,31
籃球場,25.0421,121.535,2025-07-03,06:30,21
籃球場,25.0421,121.535,2025-07-03,07:00,21
籃球場,25.0421,121.535,2025-07-03,07:30,39
籃球場,25.0421,121.535,2025-07-03,08:00,9
籃球場,25.0421,121.535,2025-07-03,08:30,44
籃球場,25.0421,121.535,2025-07-03,09:00,24
籃球場,25.0421,121.535,2025-07-03,09:30,3
籃球場,25.0421,121.535,2025-07-03,10:00,13
籃球場,25.0421,121.535,2025-07-03,10:30,29
籃球場,25.0421,121.535,2025-07-03,11:00,33
籃球場,25.0421,121.535,2025-07-03,11:30,33
籃球場,25.0421,121.535,2025-07-03,12:00,29
籃球場,25.0421,121.535,2025-07-03,12:30,40
